fullVisitorId,transactions,total_visitor_transactions,visitId,visitNumber,hitNumber,pagePath
1.19383E+18,,1,1499476557,3,15,/google+redesign/apparel/mens/mens+outerwear
1.19383E+18,,1,1499476557,3,16,/google+redesign/apparel/mens/mens+outerwear/quickview
1.19383E+18,,1,1499476557,3,19,/google+redesign/apparel/men+s+google+full+zip+fleece+grey.axd
1.19383E+18,,1,1499476557,3,20,/google+redesign/apparel/mens/mens+outerwear
1.19383E+18,,1,1499476557,3,21,/basket.html
1.19383E+18,,1,1499476557,3,22,/google+redesign/apparel/mens/mens+performance+wear
1.19383E+18,,1,1499476557,3,23,/google+redesign/apparel/mens
1.19383E+18,,1,1499476557,3,24,/google+redesign/apparel/mens/quickview
1.19383E+18,,1,1499476557,3,27,/google+redesign/apparel/mens+outerwear/google+mens+zip+hoodie.axd
1.19383E+18,,1,1499476557,3,29,/google+redesign/apparel/mens
1.19383E+18,,1,1499476557,3,30,/google+redesign/apparel/headgear
1.19383E+18,,1,1499476557,3,31,/basket.html
1.19383E+18,,1,1499490649,4,1,/google+redesign/apparel/mens/mens+t+shirts
1.19383E+18,,1,1499490649,4,2,/google+redesign/apparel/men+s+t+shirts/google+mens+long+sleeve+raglan+ocean+blue.axd
1.19383E+18,1,1,1499492548,5,2,/basket.html
1.19383E+18,1,1,1499492548,5,3,/signin.html
1.19383E+18,1,1,1499492548,5,4,/registersuccess.html
1.19383E+18,1,1,1499492548,5,5,/store.html
1.19383E+18,1,1,1499492548,5,6,/basket.html
1.19383E+18,1,1,1499492548,5,7,/yourinfo.html
1.19383E+18,1,1,1499492548,5,8,/yourinfo.html
1.19383E+18,1,1,1499492548,5,9,/payment.html
1.19383E+18,1,1,1499492548,5,10,/revieworder.html
1.19383E+18,1,1,1499492548,5,11,/ordercompleted.html
1.19383E+18,1,1,1499492548,5,12,/ordercompleted.html
1.19383E+18,1,1,1499492548,5,13,/store.html
1.2051E+18,2,2,1499443910,7,1,/home
1.2051E+18,2,2,1499443910,7,2,/google+redesign/apparel/kids/kids+infant
1.2051E+18,2,2,1499443910,7,3,/google+redesign/apparel/kids/kids+infant/quickview
1.2051E+18,2,2,1499443910,7,5,/google+redesign/apparel/kids/kids+infant/quickview
1.2051E+18,2,2,1499443910,7,9,/basket.html
1.2051E+18,2,2,1499443910,7,10,/signin.html
1.2051E+18,2,2,1499443910,7,11,/basket.html
1.2051E+18,2,2,1499443910,7,12,/yourinfo.html
1.2051E+18,2,2,1499443910,7,13,/payment.html
1.2051E+18,2,2,1499443910,7,14,/revieworder.html
1.2051E+18,2,2,1499443910,7,15,/ordercompleted.html
1.2051E+18,2,2,1499443910,7,16,/ordercompleted.html
1.2051E+18,2,2,1499443910,7,17,/google+redesign/apparel/kids
1.2051E+18,2,2,1499443910,7,18,/google+redesign/apparel/kids/quickview
1.2051E+18,2,2,1499443910,7,22,/basket.html
1.2051E+18,2,2,1499443910,7,23,/yourinfo.html
1.2051E+18,2,2,1499443910,7,24,/payment.html
1.2051E+18,2,2,1499443910,7,25,/revieworder.html
1.2051E+18,2,2,1499443910,7,26,/ordercompleted.html
1.2051E+18,2,2,1499443910,7,27,/ordercompleted.html
1.20951E+17,,2,1499964954,1,1,/home
1.20951E+17,,2,1499964954,1,2,/google+redesign/bags/backpacks/home
1.20951E+17,,2,1499964954,1,4,/google+redesign/bags/backpacks//quickview
1.20951E+17,,2,1499964954,1,6,/google+redesign/bags/backpacks/google+rucksack
1.20951E+17,,2,1499964954,1,7,/google+redesign/apparel/womens/womens+outerwear
1.20951E+17,,2,1499964954,1,9,/google+redesign/apparel/womens/womens+outerwear/quickview
1.20951E+17,,2,1499964954,1,12,/google+redesign/apparel/womens/womens+outerwear/quickview
1.20951E+17,,2,1499964954,1,15,/basket.html
1.20951E+17,,2,1499964954,1,16,/signin.html
1.20951E+17,,2,1499964954,1,17,/registersuccess.html
1.20951E+17,,2,1499964954,1,18,/basket.html
1.20951E+17,,2,1499964954,1,19,/google+redesign/apparel/mens/mens+outerwear
1.20951E+17,,2,1499964954,1,21,/google+redesign/apparel/mens/mens+outerwear/quickview
1.20951E+17,,2,1499964954,1,23,/google+redesign/apparel/men+s+google+performance+1/4+zip+hb.axd
1.20951E+17,,2,1499964954,1,24,/google+redesign/apparel/mens/mens+outerwear
1.20951E+17,,2,1499964954,1,25,/google+redesign/apparel/womens/womens+t+shirts
1.20951E+17,,2,1499964954,1,27,/google+redesign/apparel/womens/womens+t+shirts/quickview
1.20951E+17,,2,1499964954,1,29,/store.html
1.20951E+17,,2,1499964954,1,30,/google+redesign/apparel/womens/womens+outerwear
1.20951E+17,,2,1499964954,1,31,/store.html
1.20951E+17,,2,1499964954,1,32,/google+redesign/apparel/womens+performance+wear
1.20951E+17,,2,1499964954,1,33,/store.html
1.20951E+17,,2,1499964954,1,34,/google+redesign/apparel/womens/womens+t+shirts
1.20951E+17,,2,1499964954,1,35,/store.html
1.20951E+17,,2,1499964954,1,36,/basket.html
1.20951E+17,,2,1499964954,1,38,/basket.html
1.20951E+17,,2,1499964954,1,39,/google+redesign/apparel/women+s+google+convertible+jacket+vest+black.axd
1.20951E+17,,2,1499964954,1,40,/google+redesign/apparel/womens/womens+outerwear
1.20951E+17,,2,1499964954,1,41,/google+redesign/apparel/mens/mens+outerwear
1.20951E+17,,2,1499964954,1,43,/google+redesign/apparel/mens/mens+outerwear/quickview
1.20951E+17,,2,1499964954,1,45,/google+redesign/apparel/mens/mens+t+shirts
1.20951E+17,,2,1499964954,1,47,/google+redesign/apparel/mens/mens+t+shirts/quickview
1.20951E+17,,2,1499964954,1,50,/google+redesign/apparel/mens/mens+outerwear
1.20951E+17,,2,1499964954,1,52,/google+redesign/apparel/mens/mens+outerwear/quickview
1.20951E+17,,2,1499964954,1,54,/basket.html
1.20951E+17,,2,1499964954,1,55,/basket.html
1.20951E+17,,2,1499964954,1,56,/yourinfo.html
1.20951E+17,,2,1499964954,1,57,/payment.html
1.20951E+17,,2,1499964954,1,58,/payment.html
1.20951E+17,,2,1499964954,1,59,/basket.html
1.20951E+17,,2,1499964954,1,60,/yourinfo.html
1.20951E+17,,2,1499964954,1,61,/payment.html
1.20951E+17,,2,1499964954,1,62,/revieworder.html
1.20951E+17,,2,1499964954,1,63,/ordercompleted.html
1.20951E+17,1,2,1499974113,2,1,/home
1.20951E+17,1,2,1499974113,2,2,/home
1.20951E+17,1,2,1499974113,2,3,/google+redesign/apparel/womens/womens+t+shirts
1.20951E+17,1,2,1499974113,2,5,/google+redesign/apparel/womens/womens+t+shirts/quickview
1.20951E+17,1,2,1499974113,2,8,/google+redesign/apparel/womens/womens+t+shirts/quickview
1.20951E+17,1,2,1499974113,2,10,/google+redesign/apparel/womens/womens+outerwear
1.20951E+17,1,2,1499974113,2,12,/google+redesign/apparel/womens/womens+outerwear/quickview
1.20951E+17,1,2,1499974113,2,14,/google+redesign/apparel/womens+performance+wear
1.20951E+17,1,2,1499974113,2,16,/google+redesign/apparel/womens+performance+wear/quickview
1.20951E+17,1,2,1499974113,2,18,/google+redesign/apparel/mens/mens+t+shirts
1.20951E+17,1,2,1499974113,2,20,/google+redesign/apparel/mens/mens+t+shirts/quickview
1.20951E+17,1,2,1499974113,2,22,/google+redesign/apparel/mens/mens+outerwear
1.20951E+17,1,2,1499974113,2,24,/google+redesign/apparel/mens/mens+outerwear/quickview
1.20951E+17,1,2,1499974113,2,27,/google+redesign/apparel/mens/mens+outerwear/quickview
1.20951E+17,1,2,1499974113,2,29,/google+redesign/apparel/kids/kids+infant
1.20951E+17,1,2,1499974113,2,30,/store.html
1.20951E+17,1,2,1499974113,2,31,/google+redesign/apparel/kids/kids+toddler
1.20951E+17,1,2,1499974113,2,32,/store.html
1.20951E+17,1,2,1499974113,2,33,/basket.html
1.20951E+17,1,2,1499974113,2,35,/basket.html
1.20951E+17,1,2,1499974113,2,36,/google+redesign/apparel/women+s+google+1/4+zip+performance+pullover.axd
1.20951E+17,1,2,1499974113,2,37,/basket.html
1.20951E+17,1,2,1499974113,2,38,/google+redesign/apparel/women+s+google+convertible+jacket+vest+black.axd
1.20951E+17,1,2,1499974113,2,39,/basket.html
1.20951E+17,1,2,1499974113,2,41,/basket.html
1.20951E+17,1,2,1499974113,2,43,/basket.html
1.20951E+17,1,2,1499974113,2,44,/yourinfo.html
1.20951E+17,1,2,1499974113,2,45,/payment.html
1.20951E+17,1,2,1499974113,2,46,/revieworder.html
1.20951E+17,1,2,1499974113,2,47,/ordercompleted.html
1.20951E+17,1,2,1499974113,2,48,/ordercompleted.html
1.20951E+17,1,2,1499974113,2,49,/myaccount.html?mode=vieworder
1.20951E+17,1,2,1499974113,2,50,/google+redesign/electronics/audio
1.20951E+17,1,2,1499974113,2,51,/google+redesign/bags/backpacks/home
1.20951E+17,1,2,1499974113,2,52,/google+redesign/bags/more+bags
1.20951E+17,1,2,1499974113,2,53,/google+redesign/accessories/fun
1.20951E+17,,2,1500132793,3,1,/google+redesign/apparel/mens/mens+outerwear
1.20951E+17,,2,1500132793,3,2,/google+redesign/apparel/mens/mens+outerwear/quickview
1.20951E+17,,2,1500132793,3,5,/google+redesign/apparel/men+s+google+performance+1/4+zip+hb.axd
1.20951E+17,,2,1500132793,3,6,/google+redesign/apparel/mens/mens+outerwear
1.20951E+17,1,2,1500139345,4,1,/google+redesign/apparel/mens/mens+outerwear/quickview
1.20951E+17,1,2,1500139345,4,4,/signin.html
1.20951E+17,1,2,1500139345,4,5,/basket.html
1.20951E+17,1,2,1500139345,4,7,/basket.html
1.20951E+17,1,2,1500139345,4,8,/google+redesign/apparel/mens/mens+performance+wear
1.20951E+17,1,2,1500139345,4,9,/google+redesign/apparel/mens/mens+performance+wear/quickview
1.20951E+17,1,2,1500139345,4,14,/google+redesign/apparel/men+s+google+performance+1/4+zip+hb.axd
1.20951E+17,1,2,1500139345,4,15,/google+redesign/apparel/mens/mens+performance+wear
1.20951E+17,1,2,1500139345,4,16,/google+redesign/apparel/womens+performance+wear
1.20951E+17,1,2,1500139345,4,17,/google+redesign/apparel/womens+performance+wear/quickview
1.20951E+17,1,2,1500139345,4,20,/google+redesign/apparel/womens+performance+wear/quickview
1.20951E+17,1,2,1500139345,4,23,/google+redesign/apparel/women+s+google+short+sleeve+performance+tee+charcoal.axd
1.20951E+17,1,2,1500139345,4,24,/basket.html
1.20951E+17,1,2,1500139345,4,25,/yourinfo.html
1.20951E+17,1,2,1500139345,4,26,/payment.html
1.20951E+17,1,2,1500139345,4,27,/payment.html
1.20951E+17,1,2,1500139345,4,28,/payment.html
1.20951E+17,1,2,1500139345,4,29,/basket.html
1.20951E+17,1,2,1500139345,4,30,/google+redesign/apparel/womens+performance+wear
1.20951E+17,1,2,1500139345,4,31,/google+redesign/apparel/womens/womens+t+shirts
1.20951E+17,1,2,1500139345,4,32,/basket.html
1.20951E+17,1,2,1500139345,4,33,/basket.html
1.20951E+17,1,2,1500139345,4,34,/yourinfo.html
1.20951E+17,1,2,1500139345,4,35,/payment.html
1.20951E+17,1,2,1500139345,4,36,/revieworder.html
1.20951E+17,1,2,1500139345,4,37,/ordercompleted.html
1.20951E+17,1,2,1500139345,4,38,/ordercompleted.html
1.20951E+17,,2,1500327771,5,1,/signin.html
1.20951E+17,,2,1500327771,5,2,/myaccount.html?mode=vieworder
1.20951E+17,,2,1500327771,5,3,/myaccount.html?mode=vieworderdetail
1.20951E+17,,2,1500327771,5,4,/myaccount.html?mode=vieworder
1.20951E+17,,2,1500327771,5,5,/myaccount.html?mode=vieworderdetail
1.20951E+17,,2,1501269944,7,1,/google+redesign/apparel/mens/mens+outerwear
1.20951E+17,,2,1501269944,7,2,/google+redesign/apparel/women+s+t+shirts/google+womens+3+4+sleeve+baseball+raglan+hb.axd
1.21004E+18,1,1,1499956481,2,1,/home
1.21004E+18,1,1,1499956481,2,2,/google+redesign/bags/backpacks/home
1.21004E+18,1,1,1499956481,2,3,/google+redesign/accessories/fun
1.21004E+18,1,1,1499956481,2,4,/google+redesign/accessories/stickers/home
1.21004E+18,1,1,1499956481,2,5,/google+redesign/accessories/stickers//quickview
1.21004E+18,1,1,1499956481,2,8,/google+redesign/office/stickers/google+laptop+and+cell+phone+stickers.axd
1.21004E+18,1,1,1499956481,2,10,/basket.html
1.21004E+18,1,1,1499956481,2,11,/basket.html
1.21004E+18,1,1,1499956481,2,12,/google+redesign/accessories/stickers/home
1.21004E+18,1,1,1499956481,2,13,/basket.html
1.21004E+18,1,1,1499956481,2,14,/signin.html
1.21004E+18,1,1,1499956481,2,15,/basket.html
1.21004E+18,1,1,1499956481,2,16,/basket.html
1.21004E+18,1,1,1499956481,2,17,/yourinfo.html
1.21004E+18,1,1,1499956481,2,18,/payment.html
1.21004E+18,1,1,1499956481,2,19,/revieworder.html
1.21004E+18,1,1,1499956481,2,20,/ordercompleted.html
1.21004E+18,1,1,1499956481,2,21,/ordercompleted.html
1.21004E+18,1,1,1499956481,2,22,/myaccount.html?mode=vieworder
1.21004E+18,1,1,1499956481,2,23,/myaccount.html?mode=vieworderdetail
1.21684E+18,1,1,1500403969,1,1,/home
1.21684E+18,1,1,1500403969,1,2,/home
1.21684E+18,1,1,1500403969,1,3,/google+redesign/apparel/mens/mens+t+shirts
1.21684E+18,1,1,1500403969,1,4,/google+redesign/apparel/mens/mens+t+shirts
1.21684E+18,1,1,1500403969,1,6,/google+redesign/apparel/mens/mens+t+shirts/quickview
1.21684E+18,1,1,1500403969,1,8,/google+redesign/apparel/men+s+t+shirts/google+mens+short+sleeve+hero+tee+white.axd
1.21684E+18,1,1,1500403969,1,9,/google+redesign/apparel/mens/mens+t+shirts
1.21684E+18,1,1,1500403969,1,10,/google+redesign/apparel/mens/mens+t+shirts/quickview
1.21684E+18,1,1,1500403969,1,13,/basket.html
1.21684E+18,1,1,1500403969,1,14,/google+redesign/apparel/mens/mens+t+shirts
1.21684E+18,1,1,1500403969,1,15,/basket.html
1.21684E+18,1,1,1500403969,1,17,/basket.html
1.21684E+18,1,1,1500403969,1,18,/google+redesign/apparel/mens/mens+t+shirts
1.21684E+18,1,1,1500403969,1,19,/google+redesign/apparel/mens/mens+t+shirts/quickview
1.21684E+18,1,1,1500403969,1,22,/basket.html
1.21684E+18,1,1,1500403969,1,23,/yourinfo.html
1.21684E+18,1,1,1500403969,1,24,/payment.html
1.21684E+18,1,1,1500403969,1,25,/payment.html
1.21684E+18,1,1,1500403969,1,26,/revieworder.html
1.21684E+18,1,1,1500403969,1,27,/ordercompleted.html
1.21684E+18,1,1,1500403969,1,28,/ordercompleted.html
1.21684E+18,,1,1501342845,2,1,/signin.html
1.24728E+18,1,1,1501089914,1,1,/home
1.24728E+18,1,1,1501089914,1,2,/google+redesign/apparel/mens/mens+t+shirts
1.24728E+18,1,1,1501089914,1,3,/home
1.24728E+18,1,1,1501089914,1,4,/google+redesign/apparel/mens/mens+t+shirts
1.24728E+18,1,1,1501089914,1,5,/basket.html
1.24728E+18,1,1,1501089914,1,7,/basket.html
1.24728E+18,1,1,1501089914,1,8,/google+redesign/apparel/mens/mens+t+shirts
1.24728E+18,1,1,1501089914,1,10,/google+redesign/apparel/mens/mens+t+shirts/quickview
1.24728E+18,1,1,1501089914,1,11,/home
1.24728E+18,1,1,1501089914,1,12,/google+redesign/apparel/women+s/women+s+t+shirts/google+womens+short+sleeve+hero+tee+black.axd
1.24728E+18,1,1,1501089914,1,14,/google+redesign/apparel/mens/mens+t+shirts
1.24728E+18,1,1,1501089914,1,16,/google+redesign/apparel/mens/mens+t+shirts/quickview
1.24728E+18,1,1,1501089914,1,20,/google+redesign/apparel/mens/mens+t+shirts/quickview
1.24728E+18,1,1,1501089914,1,22,/basket.html
1.24728E+18,1,1,1501089914,1,23,/signin.html
1.24728E+18,1,1,1501089914,1,24,/store-policies/shipping-information/home
1.24728E+18,1,1,1501089914,1,25,/home
1.24728E+18,1,1,1501089914,1,26,/basket.html
1.24728E+18,1,1,1501089914,1,27,/home
1.24728E+18,1,1,1501089914,1,28,/basket.html
1.24728E+18,1,1,1501089914,1,29,/home
1.24728E+18,1,1,1501089914,1,30,/store-policies/frequently-asked-questions/home
1.24728E+18,1,1,1501089914,1,31,/basket.html
1.24728E+18,1,1,1501089914,1,32,/signin.html
1.24728E+18,1,1,1501089914,1,33,/registersuccess.html
1.24728E+18,1,1,1501089914,1,34,/store.html
1.24728E+18,1,1,1501089914,1,35,/basket.html
1.24728E+18,1,1,1501089914,1,36,/yourinfo.html
1.24728E+18,1,1,1501089914,1,37,/payment.html
1.24728E+18,1,1,1501089914,1,38,/payment.html
1.24728E+18,1,1,1501089914,1,39,/payment.html
1.24728E+18,1,1,1501089914,1,40,/revieworder.html
1.24728E+18,1,1,1501089914,1,41,/ordercompleted.html
1.24728E+18,1,1,1501089914,1,42,/ordercompleted.html
1.24728E+18,1,1,1501089914,1,43,/myaccount.html?mode=vieworder
1.24728E+18,1,1,1501089914,1,44,/myaccount.html?mode=vieworderdetail
1.24728E+18,,1,1501099638,2,1,/signin.html
1.24728E+18,,1,1501099638,2,2,/myaccount.html?mode=vieworder
1.24728E+18,,1,1501099638,2,3,/myaccount.html?mode=vieworderdetail
1.25537E+18,1,2,1499126557,1,1,/home
1.25537E+18,1,2,1499126557,1,2,/google+redesign/apparel/mens/mens+outerwear
1.25537E+18,1,2,1499126557,1,4,/google+redesign/apparel/mens/mens+outerwear/quickview
1.25537E+18,1,2,1499126557,1,7,/google+redesign/apparel/mens/mens+outerwear/quickview
1.25537E+18,1,2,1499126557,1,9,/google+redesign/bags/shopping+and+totes
1.25537E+18,1,2,1499126557,1,10,/google+redesign/bags/more+bags
1.25537E+18,1,2,1499126557,1,11,/google+redesign/apparel/headgear
1.25537E+18,1,2,1499126557,1,12,/google+redesign/electronics/audio
1.25537E+18,1,2,1499126557,1,13,/google+redesign/accessories/fun
1.25537E+18,1,2,1499126557,1,14,/google+redesign/office/office+other
1.25537E+18,1,2,1499126557,1,15,/google+redesign/office/office+other/quickview
1.25537E+18,1,2,1499126557,1,18,/basket.html
1.25537E+18,1,2,1499126557,1,19,/signin.html
1.25537E+18,1,2,1499126557,1,20,/registersuccess.html
1.25537E+18,1,2,1499126557,1,21,/store.html
1.25537E+18,1,2,1499126557,1,22,/basket.html
1.25537E+18,1,2,1499126557,1,23,/basket.html
1.25537E+18,1,2,1499126557,1,24,/yourinfo.html
1.25537E+18,1,2,1499126557,1,25,/payment.html
1.25537E+18,1,2,1499126557,1,26,/revieworder.html
1.25537E+18,1,2,1499126557,1,27,/ordercompleted.html
1.25537E+18,1,2,1499126557,1,28,/ordercompleted.html
1.25537E+18,,2,1500594303,2,1,/home
1.25537E+18,,2,1500594303,2,2,/google+redesign/apparel/womens/womens+outerwear
1.25537E+18,,2,1500594303,2,3,/google+redesign/apparel/mens/mens+outerwear
1.25537E+18,,2,1500594303,2,4,/google+redesign/apparel/womens+performance+wear
1.25537E+18,,2,1500594303,2,5,/google+redesign/apparel/womens/womens+outerwear
1.25537E+18,1,2,1500597489,3,1,/basket.html
1.25537E+18,1,2,1500597489,3,2,/basket.html
1.25537E+18,1,2,1500597489,3,3,/signin.html
1.25537E+18,1,2,1500597489,3,4,/basket.html
1.25537E+18,1,2,1500597489,3,5,/yourinfo.html
1.25537E+18,1,2,1500597489,3,6,/payment.html
1.25537E+18,1,2,1500597489,3,7,/revieworder.html
1.25537E+18,1,2,1500597489,3,8,/ordercompleted.html
1.25537E+18,1,2,1500597489,3,9,/ordercompleted.html
1.28099E+18,,2,1500232295,2,1,/home
1.28099E+18,1,2,1500237228,3,1,/google+redesign/apparel/kids/kids+youth
1.28099E+18,1,2,1500237228,3,2,/google+redesign/apparel/kids/kids+youth/quickview
1.28099E+18,1,2,1500237228,3,5,/google+redesign/apparel/kids/kids+youth/quickview
1.28099E+18,1,2,1500237228,3,8,/google+redesign/apparel/kids/kids+youth/quickview
1.28099E+18,1,2,1500237228,3,10,/google+redesign/apparel/kids/kids+youth/quickview
1.28099E+18,1,2,1500237228,3,12,/google+redesign/apparel/kids/kids+youth/quickview
1.28099E+18,1,2,1500237228,3,16,/google+redesign/apparel/womens/womens+t+shirts
1.28099E+18,1,2,1500237228,3,17,/google+redesign/apparel/womens/womens+t+shirts
1.28099E+18,1,2,1500237228,3,18,/basket.html
1.28099E+18,1,2,1500237228,3,19,/google+redesign/apparel/women+s/women+s+t+shirts/google+womens+short+sleeve+hero+tee.axd
1.28099E+18,1,2,1500237228,3,20,/basket.html
1.28099E+18,1,2,1500237228,3,21,/google+redesign/apparel/men+s+t+shirts/google+youth+short+sleeve+tee+red.axd
1.28099E+18,1,2,1500237228,3,22,/google+redesign/apparel/kids/kids+youth
1.28099E+18,1,2,1500237228,3,24,/google+redesign/apparel/kids/kids+youth/quickview
1.28099E+18,1,2,1500237228,3,26,/google+redesign/apparel/men+s+t+shirts/google+youth+short+sleeve+tee+white.axd
1.28099E+18,1,2,1500237228,3,27,/basket.html
1.28099E+18,1,2,1500237228,3,28,/google+redesign/apparel/men+s+t+shirts/google+womens+short+sleeve+hero+tee+heather+grey.axd
1.28099E+18,1,2,1500237228,3,29,/basket.html
1.28099E+18,1,2,1500237228,3,31,/basket.html
1.28099E+18,1,2,1500237228,3,32,/google+redesign/accessories/fun
1.28099E+18,1,2,1500237228,3,33,/google+redesign/accessories/fun/quickview
1.28099E+18,1,2,1500237228,3,36,/google+redesign/lifestyle/fun/malibu+sunglasses.axd
1.28099E+18,1,2,1500237228,3,39,/basket.html
1.28099E+18,1,2,1500237228,3,40,/google+redesign/lifestyle/fun/malibu+sunglasses.axd
1.28099E+18,1,2,1500237228,3,42,/basket.html
1.28099E+18,1,2,1500237228,3,43,/google+redesign/lifestyle/fun/malibu+sunglasses.axd
1.28099E+18,1,2,1500237228,3,44,/google+redesign/accessories/fun
1.28099E+18,1,2,1500237228,3,45,/google+redesign/accessories/fun
1.28099E+18,1,2,1500237228,3,46,/basket.html
1.28099E+18,1,2,1500237228,3,47,/basket.html
1.28099E+18,1,2,1500237228,3,49,/basket.html
1.28099E+18,1,2,1500237228,3,50,/google+redesign/accessories/stickers/home
1.28099E+18,1,2,1500237228,3,52,/google+redesign/accessories/stickers//quickview
1.28099E+18,1,2,1500237228,3,53,/google+redesign/accessories/stickers//quickview
1.28099E+18,1,2,1500237228,3,56,/google+redesign/office/stickers/google+doodle+decal.axd
1.28099E+18,1,2,1500237228,3,58,/google+redesign/accessories/stickers/home
1.28099E+18,1,2,1500237228,3,59,/google+redesign/accessories/stickers//quickview
1.28099E+18,1,2,1500237228,3,62,/google+redesign/accessories/stickers//quickview
1.28099E+18,1,2,1500237228,3,65,/google+redesign/office/stickers/google+doodle+decal.axd
1.28099E+18,1,2,1500237228,3,66,/basket.html
1.28099E+18,1,2,1500237228,3,67,/basket.html
1.28099E+18,1,2,1500237228,3,68,/basket.html
1.28099E+18,1,2,1500237228,3,69,/google+redesign/apparel/womens/womens+t+shirts
1.28099E+18,1,2,1500237228,3,70,/google+redesign/apparel/womens+performance+wear
1.28099E+18,1,2,1500237228,3,71,/google+redesign/apparel/womens/womens+t+shirts
1.28099E+18,1,2,1500237228,3,72,/google+redesign/apparel/women+s+t+shirts/google+womens+3+4+sleeve+baseball+raglan+hb.axd
1.28099E+18,1,2,1500237228,3,73,/google+redesign/apparel/womens/womens+t+shirts
1.28099E+18,1,2,1500237228,3,74,/google+redesign/apparel/womens/womens+t+shirts/quickview
1.28099E+18,1,2,1500237228,3,76,/google+redesign/apparel/womens/womens+t+shirts/quickview
1.28099E+18,1,2,1500237228,3,79,/google+redesign/apparel/womens+tshirt/google+womens+tee+purp.axd
1.28099E+18,1,2,1500237228,3,81,/google+redesign/apparel/womens/womens+t+shirts
1.28099E+18,1,2,1500237228,3,82,/google+redesign/office/writing/rubber+grip+ballpoint+pen+4+pack.axd
1.28099E+18,1,2,1500237228,3,84,/google+redesign/apparel/womens/womens+t+shirts
1.28099E+18,1,2,1500237228,3,85,/basket.html
1.28099E+18,1,2,1500237228,3,86,/google+redesign/apparel/mens/mens+t+shirts
1.28099E+18,1,2,1500237228,3,87,/google+redesign/apparel/android+lifted+mens+short+sleeve+tee+blue.axd
1.28099E+18,1,2,1500237228,3,88,/google+redesign/apparel/mens/mens+t+shirts
1.28099E+18,1,2,1500237228,3,89,/google+redesign/apparel/android+mens+take+charge+short+sleeve+tee+purple.axd
1.28099E+18,1,2,1500237228,3,91,/google+redesign/apparel/mens/mens+t+shirts
1.28099E+18,1,2,1500237228,3,92,/google+redesign/apparel/mens+tshirts/google+mens+bike+short+tee+charcoal.axd
1.28099E+18,1,2,1500237228,3,94,/google+redesign/apparel/mens/mens+t+shirts
1.28099E+18,1,2,1500237228,3,95,/google+redesign/apparel/mens/mens+performance+wear
1.28099E+18,1,2,1500237228,3,96,/google+redesign/office/notebooks++journals
1.28099E+18,1,2,1500237228,3,97,/google+redesign/office/notebooks++journals/quickview
1.28099E+18,1,2,1500237228,3,100,/google+redesign/office/writing+instruments
1.28099E+18,1,2,1500237228,3,102,/google+redesign/office/writing+instruments/quickview
1.28099E+18,1,2,1500237228,3,104,/basket.html
1.28099E+18,1,2,1500237228,3,106,/basket.html
1.28099E+18,1,2,1500237228,3,108,/basket.html
1.28099E+18,1,2,1500237228,3,110,/basket.html
1.28099E+18,1,2,1500237228,3,111,/yourinfo.html
1.28099E+18,1,2,1500237228,3,112,/google+redesign/apparel/mens/mens+t+shirts
1.28099E+18,1,2,1500237228,3,113,/google+redesign/apparel/men+s+t+shirts/google+mens+s+s+badge+tee+charcoal.axd
1.28099E+18,1,2,1500237228,3,114,/google+redesign/apparel/mens/mens+t+shirts
1.28099E+18,1,2,1500237228,3,115,/google+redesign/apparel/men+s+t+shirts/google+mens+short+sleeve+hero+tee+charcoal.axd
1.28099E+18,1,2,1500237228,3,117,/google+redesign/apparel/mens/mens+t+shirts
1.28099E+18,1,2,1500237228,3,118,/google+redesign/apparel/men+s+t+shirts/google+mens+short+sleeve+hero+tee+red.axd
1.28099E+18,1,2,1500237228,3,119,/google+redesign/apparel/mens/mens+t+shirts
1.28099E+18,1,2,1500237228,3,120,/basket.html
1.28099E+18,1,2,1500237228,3,121,/google+redesign/apparel/mens/mens+t+shirts
1.28099E+18,1,2,1500237228,3,122,/google+redesign/apparel/men+s+t+shirts/google+mens+short+sleeve+hero+tee+black.axd
1.28099E+18,1,2,1500237228,3,123,/basket.html
1.28099E+18,1,2,1500237228,3,124,/google+redesign/apparel/mens/mens+t+shirts
1.28099E+18,1,2,1500237228,3,125,/basket.html
1.28099E+18,1,2,1500237228,3,127,/basket.html
1.28099E+18,1,2,1500237228,3,128,/yourinfo.html
1.28099E+18,1,2,1500237228,3,129,/payment.html
1.28099E+18,1,2,1500237228,3,130,/revieworder.html
1.28099E+18,1,2,1500237228,3,131,/google+redesign/apparel/men+s+t+shirts/google+mens+short+sleeve+hero+tee+charcoal.axd
1.28099E+18,1,2,1500237228,3,133,/google+redesign/apparel/womens/womens+t+shirts
1.28099E+18,1,2,1500237228,3,134,/google+redesign/apparel/women+s/women+s+t+shirts/google+womens+short+sleeve+hero+tee.axd
1.28099E+18,1,2,1500237228,3,135,/google+redesign/apparel/womens/womens+t+shirts
1.28099E+18,1,2,1500237228,3,136,/google+redesign/apparel/women+s/women+s+t+shirts/google+womens+short+sleeve+hero+tee.axd
1.28099E+18,1,2,1500237228,3,137,/google+redesign/apparel/womens/womens+t+shirts
1.28099E+18,1,2,1500237228,3,138,/google+redesign/apparel/men+s+t+shirts/google+womens+short+sleeve+hero+tee+heather+grey.axd
1.28099E+18,1,2,1500237228,3,139,/google+redesign/apparel/womens/womens+t+shirts
1.28099E+18,1,2,1500237228,3,140,/basket.html
